ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,4.785714286,0.75,2,2,1,1,14,3,0.001504664,18,1.285714286,5.041428571,5.6,3.1291,14,2,0.5,1,0
1,2,2,0,1,4,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2,2,2,0,1,2,1,0,0,3,2,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,2,1,0,0,2,0,0,2,2,0,0,0,1,2,4.222222222,0.944444444,4,2,1.25,1,18,2,0.00421306,23,1.277777778,6.507777778,11.64444444,11.20814326,18,2,0.555555556,0,0
2,4,3,0,0,2,0,1,0,0,2,0,0,2,0,1,0,0,2,0,0,0,1,0,4,0,4,0,0,2,0,0,0,1,2,0,0,0,0,4,0,1,4,0,0,0,0,1,0,0,2,0,0,5,2,2,0,0,0,2,5.172413793,0.851851852,6,1.833333333,0.647058824,1,29,5,0.004814926,43,1.482758621,13.21655172,15.73793103,13.0238668,29,1.833333333,0.37037037,0,0
3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.25,1,2,1.5,1.25,1,8,1,0.001805597,11,1.375,3.755,3.2,3.1291,8,1.5,0.5,0,0
4,1,3,0,0,2,0,1,1,0,0,0,1,3,1,1,0,0,0,1,1,1,1,1,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,1,0,1,5,0,0,1,0,2,0,0,1,0,0,1,1,2,0,1,0,2,4.047619048,0.952380952,5,2,1.1,1,21,3,0.00421306,25,1.19047619,6.647619048,10.3047619,8.841846275,21,2,0.523809524,0,1
5,3,2,1,0,4,2,0,0,0,2,0,0,2,1,1,1,0,0,0,0,2,2,0,2,1,0,3,0,0,1,0,1,0,0,0,0,0,0,2,0,0,6,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,3.909090909,0.85,5,1.4,1,2,22,3,0.003611195,26,1.181818182,2.645454545,4.4,3.1291,11,1.4,0.5,1,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.666666667,1,1,2,0,1,3,0,0,4,1.333333333,1.313333333,1.2,3.1291,3,2,0,0,0
7,2,2,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,4.066666667,0.933333333,4,2.25,0.666666667,1,15,2,0.003009329,18,1.2,4.42,6,3.1291,15,2.25,0.4,0,1
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,2,0.5,1,3,1,0.000601866,4,1.333333333,1.313333333,1.2,3.1291,3,2,0.333333333,1,0
9,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.7,0.9,3,2.333333333,0.666666667,1,10,3,0.001504664,15,1.5,6.01,4,3.1291,10,2.333333333,0.4,0,1
