ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.25,1,1,2,0.333333333,2,4,0,0.000601866,4,1,-3.01,0.8,3.1291,2,2,0.25,0,1
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3.5,1,1,1,1,1,4,0,0.000902799,4,1,-2.23,1.6,3.1291,4,1,0.5,0,0
2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,1,4.125,1,1,2,1.666666667,1,8,1,0.001504664,9,1.125,0.805,3.2,3.1291,8,2,0.625,0,0
3,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,1,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,4.8,1,2,4,0.777777778,1,15,3,0.002708396,22,1.466666667,7.566666667,11.33333333,11.20814326,15,4,0.4,0,1
4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,3.916666667,0.833333333,3,2,2,1,12,1,0.002708396,14,1.166666667,2.856666667,8.133333333,8.841846275,12,2,0.666666667,0,1
5,2,0,0,0,1,1,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,3.181818182,0.909090909,1,3,1.2,1,11,1,0.002708396,13,1.181818182,2.645454545,4.4,3.1291,11,3,0.545454545,2,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4.285714286,1,1,1,1,1,7,1,0.000300933,7,1,-1.06,2.8,3.1291,7,1,0.5,1,0
7,1,2,1,0,2,1,0,0,0,0,1,0,5,2,1,0,0,0,0,3,2,0,2,1,0,1,1,1,5,0,0,0,0,2,0,0,0,1,1,0,2,3,0,2,0,0,2,0,0,2,0,0,0,2,1,0,0,1,2,4.045454545,1,3,1.333333333,1.4,1,22,1,0.005416792,26,1.181818182,6.935454545,8.8,3.1291,22,1.333333333,0.545454545,0,0
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,4,1,1,2,1.5,1,5,0,0.000902799,5,1,-1.84,2,3.1291,5,2,0.6,0,1
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3.666666667,1,1,3,0.5,1,3,0,0.000601866,3,1,-2.62,1.2,3.1291,3,3,0.333333333,1,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,1,1,1,1,1,4,1,0.000300933,5,1.25,0.72,1.6,3.1291,4,1,0.5,0,1
11,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3.5,1,0,0,1,1,4,0,0.001203732,4,1,-2.23,1.6,3.1291,4,0,0.25,0,0
12,1,1,0,1,1,0,0,0,1,0,0,0,3,1,1,1,0,0,1,1,2,0,3,1,0,0,2,0,3,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,0,1,2,0,0,3,0,2,0,2,1,0,1,0,1,3.714285714,0.904761905,3,2,1.75,1,21,2,0.004814926,25,1.19047619,6.647619048,8.4,3.1291,21,2,0.619047619,1,0
13,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.6,1,4,1.75,0.428571429,1,10,2,0.001203732,14,1.4,4.83,8,8.841846275,10,1.75,0.3,1,1
14,3,0,1,1,3,0,0,0,0,1,0,0,0,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4.166666667,0.75,1,2,1.4,1,12,2,0.00210653,17,1.416666667,5.806666667,8.133333333,8.841846275,12,2,0.583333333,2,0
15,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,4.555555556,1,2,1.5,1.25,1,9,3,0.001504664,13,1.444444444,4.964444444,8.044444444,8.841846275,9,1.5,0.555555556,1,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,1,0,0,0,1,2,1,0,6,3,20.59,20.8,8.841846275,2,0,0,0,1
17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,4.428571429,1,2,1,0.75,1,7,2,0.001504664,10,1.428571429,3.997142857,2.8,3.1291,7,1,0.428571429,0,0
18,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,1,4,1,3,2,0.666666667,1,10,0,0.001504664,11,1.1,1.29,4,3.1291,10,2,0.4,0,0
19,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,4,1,5,0,0.001504664,5,1,-1.84,2,3.1291,5,0,0.8,0,0
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333,1,1,3,0.5,1,3,1,0.000300933,5,1.666666667,5.246666667,14.53333333,8.841846275,3,3,0.333333333,0,0
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.666666667,1,1,2,0.5,1,3,1,0.000601866,4,1.333333333,1.313333333,1.2,3.1291,3,2,0.333333333,0,1
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4.25,1,1,1,0.666666667,1,4,1,0.000902799,6,1.5,3.67,1.6,3.1291,4,1,0.25,0,1
23,2,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,4.444444444,1,1,2,1,2,9,2,0.002407463,14,1.555555556,4.520555556,10.68888889,8.841846275,4.5,2,0.444444444,1,1
24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0,2,1,3,1,0.000601866,4,1.333333333,1.313333333,1.2,3.1291,3,0,0.666666667,0,1
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,0,1,3.692307692,1,2,3,0.833333333,3,13,0,0.001504664,14,1.076923077,-1.192307692,1.733333333,3.1291,4.333333333,3,0.4,0,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,1,0,1,0
27,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,1,4.538461538,1,4,2.5,0.625,1,13,2,0.00210653,16,1.230769231,4.003076923,8.276923077,8.841846275,13,2.5,0.384615385,0,1
28,2,1,0,1,1,0,0,1,0,1,0,1,4,4,1,1,2,0,0,3,2,0,1,0,0,1,1,0,4,0,2,0,0,1,0,0,0,0,0,2,0,6,0,1,2,0,1,0,0,2,0,0,2,2,1,0,0,0,2,4.185185185,0.846153846,7,1.857142857,0.933333333,1,27,4,0.005115859,35,1.296296296,10.2362963,12.28148148,8.841846275,27,1.857142857,0.423076923,0,0
