ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,2,6,0,0,13,2,7,0,2,1,3,3,7,9,1,3,0,0,0,7,1,0,1,2,4,1,6,0,2,3,2,0,2,2,0,0,2,0,2,1,0,15,0,2,1,1,3,1,1,1,0,3,5,1,1,0,2,1,4,4.55,0.818181818,22,1.590909091,1.03125,8,80,20,0.011134517,118,1.475,5.715,7.5,8.472884824,10,1.590909091,0.515151515,4,1
1,7,11,2,1,6,2,1,1,0,6,2,0,10,4,1,2,0,1,1,4,4,1,4,8,1,4,11,2,2,1,2,0,2,0,0,0,1,0,8,0,4,11,1,2,1,0,2,0,0,8,0,2,6,0,2,0,4,0,4,3.901098901,0.662790698,18,1.944444444,1.225,5,91,11,0.017454108,113,1.241758242,6.160747253,9.917362637,9.3871,18.2,1.944444444,0.534883721,2,1
2,1,4,5,2,15,0,0,1,2,0,3,0,7,4,1,0,1,1,0,4,2,3,2,12,5,4,10,2,1,5,1,1,5,5,0,0,2,0,12,1,4,6,0,2,0,1,2,0,0,4,0,2,5,1,1,0,1,1,1,4.563380282,0.68115942,16,1.5,1.555555556,2,71,17,0.015347577,100,1.408450704,14.87471831,17.01690141,12.16174496,35.5,1.5,0.608695652,0,1
3,5,4,0,0,2,1,0,2,0,5,0,0,5,2,0,0,0,2,0,2,10,1,1,4,1,2,6,0,0,2,0,0,1,8,0,0,1,2,4,0,3,6,0,3,0,0,1,1,0,2,0,2,2,0,0,0,2,0,2,4.511627907,0.697674419,8,2.25,0.833333333,3,43,8,0.008426121,56,1.302325581,5.36744186,6.663565891,6.4273556,14.33333333,2.25,0.441860465,0,1
4,0,2,0,1,7,0,2,2,0,0,0,0,7,2,0,1,1,0,0,2,2,4,3,3,1,2,5,0,2,1,1,0,2,1,0,0,1,0,3,1,0,8,0,1,0,0,3,0,1,3,0,1,1,2,2,0,0,0,0,4.104166667,0.857142857,8,2,1.1,4,48,11,0.008426121,64,1.333333333,4.823333333,6.466666667,7.16862163,12,2,0.523809524,1,1
5,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,4.666666667,1,2,1,0.6,2,9,2,0.001504664,12,1.333333333,1.898333333,1.8,3.1291,4.5,1,0.375,0,0
6,0,2,1,0,6,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,3,1,2,0,3,0,1,2,0,0,1,1,0,0,0,0,1,0,0,7,0,1,0,0,2,0,0,1,0,0,1,2,0,0,1,0,2,4.52173913,0.952380952,5,2.4,0.916666667,1,23,4,0.00421306,35,1.52173913,11.33652174,16.15652174,14.55459255,23,2.4,0.428571429,0,0
7,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.333333333,1,0,0,1,1,3,0,0.000902799,3,1,-2.62,1.2,3.1291,3,0,0.333333333,0,1
8,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,3.833333333,1,2,1.5,0.833333333,2,12,2,0.00210653,15,1.25,1.5,5.733333333,7.16862163,6,1.5,0.454545455,1,1
9,2,2,0,0,1,0,0,0,0,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,2,1,0,3,0,0,3,0,0,3,0,0,0,2,0,1,4.333333333,0.909090909,4,2,1.181818182,4,24,4,0.003611195,34,1.416666667,3.466666667,5.733333333,7.16862163,6,2,0.5,0,0
