ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,4,8,0,1,6,1,0,2,2,1,0,0,11,4,3,1,2,0,0,6,9,0,6,7,2,7,2,0,10,4,2,0,0,0,0,0,0,1,7,4,1,25,0,4,0,0,4,0,3,6,0,3,9,4,0,0,1,2,5,4.205607477,0.740384615,26,2.038461538,1,10,107,15,0.016852242,131,1.224299065,3.029728972,5.027663551,5.683917802,10.7,2.038461538,0.480769231,4,0
1,2,3,0,0,2,0,0,1,0,0,0,0,6,0,2,0,0,2,0,0,4,1,0,1,0,2,0,0,3,1,1,0,2,3,0,0,1,0,1,0,1,11,0,0,0,0,1,1,0,2,0,0,5,2,3,0,0,0,1,5.111111111,0.860465116,15,1.8,0.466666667,5,45,13,0.007222389,65,1.444444444,4.964444444,7.155555556,8.238735603,9,1.8,0.302325581,1,0
2,12,17,1,3,17,4,2,7,3,4,0,1,35,15,8,5,9,1,0,17,24,1,16,18,3,23,8,0,12,6,7,2,4,5,0,0,0,0,18,14,3,23,0,2,3,0,5,0,1,16,0,4,18,7,4,0,4,2,3,4.117924528,0.637254902,41,2.170731707,1.067961165,15,212,36,0.042732471,275,1.297169811,5.228603774,8.294842767,8.648137235,14.13333333,2.170731707,0.495098039,6,0
3,5,16,0,3,10,0,2,0,1,0,0,0,21,4,5,3,0,0,0,5,20,2,1,7,2,8,6,0,4,3,2,0,7,1,0,0,0,1,7,3,5,20,0,3,0,0,6,0,1,3,0,3,12,4,1,0,3,0,6,4.3984375,0.661290323,35,2,0.967741935,7,128,24,0.023472766,174,1.359375,7.582053571,10.43928571,9.957137785,18.28571429,2,0.5,1,0
4,4,7,1,0,4,1,0,0,0,0,1,0,8,6,4,5,0,0,0,2,10,1,2,6,1,4,3,0,9,1,2,0,2,0,0,0,3,0,6,0,2,15,0,2,0,1,3,1,1,4,0,1,6,6,1,0,1,0,2,4.178082192,0.75,12,2.25,1.242424242,5,73,14,0.015046645,97,1.328767123,5.783452055,9.127671233,9.3871,14.6,2.25,0.541666667,5,0
5,8,20,2,6,20,3,1,7,4,1,0,0,24,9,7,9,0,0,2,3,21,6,10,7,3,4,9,0,15,5,2,1,7,2,0,0,2,0,7,0,3,24,0,0,1,1,5,1,1,13,0,3,13,7,4,0,2,1,8,4.611111111,0.614942529,40,2.075,1.022222222,10,180,45,0.036713813,260,1.444444444,8.474444444,11.2,10.79355341,18,2.075,0.482758621,7,0
6,7,10,0,0,3,1,1,2,2,1,0,0,14,3,6,0,2,2,2,8,14,1,3,3,2,7,6,0,6,1,0,0,1,1,1,0,0,1,3,4,3,22,0,3,0,0,4,0,0,5,0,2,15,5,3,0,3,1,7,4.738738739,0.76635514,27,2.333333333,0.830508475,8,111,25,0.018657839,164,1.477477477,7.255484234,10.59504505,10.68635297,13.875,2.333333333,0.448598131,2,0
7,8,9,1,2,8,3,1,4,0,0,0,0,21,9,8,4,5,1,0,10,16,0,8,5,2,12,4,0,13,1,3,0,4,1,0,0,1,0,5,7,3,19,0,3,1,0,3,0,2,7,0,2,14,8,1,0,2,0,4,4.315789474,0.706349206,31,1.838709677,0.882352941,9,133,24,0.025278363,181,1.360902256,6.23197995,9.219381788,9.444778639,14.77777778,1.838709677,0.46031746,5,0
8,4,21,0,2,10,5,1,5,0,1,0,0,24,14,3,9,4,3,1,7,21,0,8,7,1,8,9,0,14,2,2,0,6,4,0,0,3,1,7,4,4,28,0,3,1,1,4,0,0,4,0,2,13,6,5,0,2,2,7,3.848484848,0.59375,34,2.117647059,1.197368421,17,165,25,0.035209148,209,1.266666667,3.141960784,6.064171123,7.285733465,9.705882353,2.117647059,0.525,10,0
9,6,5,0,0,3,1,0,5,0,0,0,0,14,3,6,1,2,2,0,5,16,1,3,5,0,7,2,0,4,1,1,2,2,2,0,0,0,0,5,4,1,15,0,1,2,0,3,0,0,6,0,2,13,3,0,0,0,1,3,4.494117647,0.78313253,22,1.863636364,0.765957447,6,85,16,0.015347577,120,1.411764706,6.593823529,9.431372549,9.725611199,14.16666667,1.863636364,0.43373494,1,0
