ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,0,2,0,0,1,0,0,1,1,0,0,0,6,3,0,2,1,0,0,1,3,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,3,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,2.904761905,0.952380952,3,2,2.833333333,1,21,1,0.004814926,24,1.142857143,6.085714286,10.3047619,8.841846275,21,2,0.714285714,2,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,2,2,0,1,4,1,0.000902799,7,1.75,6.62,11.6,8.841846275,4,2,0,0,1
2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5,1,1,2,1,1,4,1,0.000902799,5,1.25,0.72,1.6,3.1291,4,2,0.5,0,1
3,1,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.5,1,4,1.5,0.6,2,12,5,0.001203732,20,1.666666667,6.416666667,5.733333333,7.16862163,6,1.5,0.444444444,2,0
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3.25,1,1,2,1,1,4,0,0.000902799,4,1,-2.23,1.6,3.1291,4,2,0.5,0,1
5,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3.352941176,0.764705882,2,2,1.125,1,17,0,0.003611195,20,1.176470588,4.922352941,6.8,3.1291,17,2,0.529411765,1,0
6,1,1,0,0,3,1,1,1,0,0,1,0,3,2,1,0,0,0,0,4,0,2,1,3,2,1,1,1,0,2,0,0,1,0,0,0,0,1,3,0,0,3,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,4.238095238,0.857142857,3,2,1,1,21,6,0.00421306,29,1.380952381,8.895238095,12.20952381,11.20814326,21,2,0.523809524,0,0
7,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.555555556,0.888888889,1,2,2.333333333,1,9,0,0.001805597,10,1.111111111,1.031111111,3.6,3.1291,9,2,0.666666667,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3.857142857,1,1,2,0.75,1,7,1,0.001203732,10,1.428571429,3.997142857,2.8,3.1291,7,2,0.428571429,1,0
9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.714285714,1,2,1.5,1.333333333,1,7,0,0.001203732,8,1.142857143,0.625714286,2.8,3.1291,7,1.5,0.571428571,0,0
