ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,3.75,1,4,1.75,0.8,5,12,3,0.001504664,17,1.416666667,2.062666667,4.293333333,5.683917802,2.4,1.75,0.375,1,1
1,0,1,0,0,4,1,0,0,1,0,0,0,4,1,0,0,1,0,0,1,2,2,4,1,2,1,2,0,3,1,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,2,0,0,5,0,0,2,3,1,0,0,0,0,3.75,0.954545455,4,1.75,1,3,24,3,0.005115859,31,1.291666667,2.771666667,6.533333333,7.793537801,8,1.75,0.5,0,1
2,0,3,0,0,2,1,1,2,0,0,0,0,4,3,0,0,2,0,0,3,5,1,2,3,1,4,5,0,2,1,1,0,0,0,0,0,0,1,3,2,0,5,0,2,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,3.793103448,0.862068966,6,1.5,1.230769231,2,29,2,0.006620524,36,1.24137931,4.713275862,8.55862069,8.841846275,14.5,1.5,0.551724138,1,1
3,1,2,0,0,1,0,0,1,2,0,0,0,1,3,1,3,0,1,0,2,2,0,1,1,1,0,4,2,0,1,1,0,1,1,0,0,0,0,1,0,0,4,0,2,2,0,2,0,0,4,0,1,1,0,1,0,0,0,1,3.928571429,0.958333333,5,2.2,0.923076923,1,28,3,0.005115859,33,1.178571429,9.237142857,12.62857143,8.841846275,28,2.2,0.458333333,0,1
4,2,1,0,0,4,1,0,1,0,0,0,0,3,3,2,2,0,0,0,1,1,3,1,1,0,2,4,1,1,1,0,0,1,1,0,0,0,1,1,0,0,4,0,2,0,0,3,1,0,0,0,1,3,1,1,0,1,0,0,4.111111111,0.923076923,5,2.2,1.363636364,2,27,3,0.005115859,33,1.222222222,4.097222222,6.881481481,7.16862163,13.5,2.2,0.576923077,0,1
5,0,3,1,0,2,0,0,0,0,0,0,0,4,4,0,3,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,0,0,2,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3.8,0.894736842,4,1.75,1.5,2,20,4,0.003912128,26,1.3,3.65,6,7.16862163,10,1.75,0.578947368,2,1
6,1,0,0,0,4,1,1,1,0,1,0,0,3,0,0,0,0,1,0,1,1,1,3,0,1,0,4,0,0,1,0,1,1,0,0,0,1,0,0,0,1,4,0,0,0,1,2,0,0,1,0,3,1,1,0,0,0,1,1,4.307692308,0.95,10,1.3,0.571428571,2,26,6,0.003611195,34,1.307692308,4.910769231,6.738461538,7.16862163,13,1.3,0.3,3,1
7,1,0,1,1,5,1,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,3.230769231,0.916666667,1,2,1,4,13,1,0.002708396,15,1.153846154,-0.707115385,4.376923077,5.985473137,3.25,2,0.416666667,2,1
8,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,0,2,0,1,5,3,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,1,2,2,0,5,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.681818182,0.947368421,7,1.714285714,1.222222222,2,22,2,0.003310262,26,1.181818182,2.645454545,6.218181818,7.16862163,11,1.714285714,0.526315789,0,1
9,0,1,0,1,5,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,2,1,0,3,0,1,2,4,0,2,0,0,0,1,0,2,0,0,6,0,0,1,0,2,0,1,2,0,0,2,1,2,0,1,0,1,3.961538462,0.958333333,6,2.166666667,0.6,3,26,5,0.00421306,36,1.384615385,4.128461538,6.543589744,7.793537801,8.666666667,2.166666667,0.375,1,1
