,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_RandomForest__max_depth,param_RandomForest__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.10260000228881835,0.0029999971389770507,0.8023255813953488,0.8122402885703905,1,50,"{'RandomForest__max_depth': 1, 'RandomForest__n_estimators': 50}",11,0.9259259259259259,0.8051948051948052,0.5769230769230769,0.8275862068965517,0.8076923076923077,0.8103448275862069,0.8076923076923077,0.8232758620689655,0.8076923076923077,0.8060344827586207,0.8076923076923077,0.8405172413793104,0.8076923076923077,0.8017241379310345,0.72,0.7854077253218884,0.88,0.8154506437768241,0.88,0.8068669527896996,0.007269139523667246,0.0006324096961770642,0.09251631452292432,0.014554606757666707
1,0.21100006103515626,0.0051000118255615234,0.810077519379845,0.8217082797573398,1,100,"{'RandomForest__max_depth': 1, 'RandomForest__n_estimators': 100}",10,0.8888888888888888,0.8138528138528138,0.6153846153846154,0.8275862068965517,0.8076923076923077,0.8189655172413793,0.8076923076923077,0.8146551724137931,0.8076923076923077,0.8491379310344828,0.8461538461538461,0.8146551724137931,0.8076923076923077,0.8275862068965517,0.84,0.8111587982832618,0.84,0.8111587982832618,0.84,0.8283261802575107,0.026084450342378412,0.0013748014028594068,0.06973994024975164,0.011209769342242253
2,0.316100025177002,0.007999992370605469,0.8023255813953488,0.8260298523192559,1,150,"{'RandomForest__max_depth': 1, 'RandomForest__n_estimators': 150}",11,0.9259259259259259,0.8484848484848485,0.5384615384615384,0.8448275862068966,0.8461538461538461,0.8060344827586207,0.8461538461538461,0.8103448275862069,0.8076923076923077,0.8318965517241379,0.8461538461538461,0.8275862068965517,0.8076923076923077,0.8318965517241379,0.76,0.8326180257510729,0.84,0.8197424892703863,0.8,0.8068669527896996,0.020476628051907624,0.001341650170261879,0.09753641949507662,0.014229640550241207
3,0.10940001010894776,0.003299999237060547,0.8217054263565892,0.9095582695386601,3,50,"{'RandomForest__max_depth': 3, 'RandomForest__n_estimators': 50}",7,0.8518518518518519,0.9090909090909091,0.6538461538461539,0.9224137931034483,0.8461538461538461,0.9051724137931034,0.8846153846153846,0.9051724137931034,0.8076923076923077,0.9008620689655172,0.8461538461538461,0.9094827586206896,0.7307692307692307,0.9094827586206896,0.8,0.9184549356223176,0.88,0.9055793991416309,0.92,0.9098712446351931,0.0056071477581667774,0.0006402660143802969,0.07495486350989988,0.0061210269711210585
4,0.20719997882843016,0.006000018119812012,0.8178294573643411,0.9138630805827788,3,100,"{'RandomForest__max_depth': 3, 'RandomForest__n_estimators': 100}",9,0.8518518518518519,0.9134199134199135,0.6923076923076923,0.9181034482758621,0.8076923076923077,0.9137931034482759,0.7692307692307693,0.9008620689655172,0.8461538461538461,0.9224137931034483,0.7692307692307693,0.9008620689655172,0.8076923076923077,0.9181034482758621,0.84,0.9141630901287554,0.88,0.9141630901287554,0.92,0.9227467811158798,0.023219811064314307,0.0010000228918783313,0.06099332337166198,0.007255550755465309
5,0.31790001392364503,0.008000016212463379,0.8217054263565892,0.9155779047798436,3,150,"{'RandomForest__max_depth': 3, 'RandomForest__n_estimators': 150}",7,0.8888888888888888,0.8961038961038961,0.6923076923076923,0.9181034482758621,0.8076923076923077,0.9094827586206896,0.8846153846153846,0.9224137931034483,0.8076923076923077,0.9051724137931034,0.8076923076923077,0.9181034482758621,0.7692307692307693,0.9310344827586207,0.8,0.9227467811158798,0.88,0.9141630901287554,0.88,0.9184549356223176,0.01588363148400078,0.0014832286438724498,0.0599969644793992,0.009405986232510096
6,0.10959999561309815,0.0029999494552612306,0.8527131782945736,0.9862142482351155,5,50,"{'RandomForest__max_depth': 5, 'RandomForest__n_estimators': 50}",5,0.8148148148148148,0.987012987012987,0.7307692307692307,0.9913793103448276,0.9230769230769231,0.9913793103448276,0.8846153846153846,0.9870689655172413,0.9230769230769231,0.9698275862068966,0.8846153846153846,0.978448275862069,0.6923076923076923,0.9870689655172413,0.84,0.9914163090128756,0.92,0.9914163090128756,0.92,0.9871244635193133,0.015907256477801352,0.0007746020917289647,0.07961098603810646,0.006627512232768595
7,0.21040000915527343,0.005299997329711914,0.8527131782945736,0.9883768363992574,5,100,"{'RandomForest__max_depth': 5, 'RandomForest__n_estimators': 100}",5,0.8518518518518519,0.9913419913419913,0.7692307692307693,0.9870689655172413,0.8846153846153846,0.9956896551724138,0.9230769230769231,0.9827586206896551,0.9230769230769231,0.9913793103448276,0.8461538461538461,0.9913793103448276,0.6923076923076923,0.9870689655172413,0.84,0.9828326180257511,0.88,0.9828326180257511,0.92,0.9914163090128756,0.01632302062864335,0.0014177293800210736,0.07019016205637386,0.0043127679116080715
8,0.3255999803543091,0.008099961280822753,0.8604651162790697,0.9875129175003379,5,150,"{'RandomForest__max_depth': 5, 'RandomForest__n_estimators': 150}",2,0.8888888888888888,0.9913419913419913,0.7307692307692307,0.9870689655172413,0.9230769230769231,0.9956896551724138,0.8846153846153846,0.9913793103448276,0.8461538461538461,0.9827586206896551,0.8846153846153846,0.9870689655172413,0.7692307692307693,0.978448275862069,0.88,0.9742489270386266,0.92,0.9957081545064378,0.88,0.9914163090128756,0.023888099140041582,0.0013747545771987475,0.05974255978940153,0.006782086034888285
9,0.11600000858306884,0.003099989891052246,0.8604651162790697,1.0,10,50,"{'RandomForest__max_depth': 10, 'RandomForest__n_estimators': 50}",2,0.8888888888888888,1.0,0.6923076923076923,1.0,0.9230769230769231,1.0,0.8846153846153846,1.0,0.8846153846153846,1.0,0.8846153846153846,1.0,0.7692307692307693,1.0,0.88,1.0,0.92,1.0,0.88,1.0,0.012976886140717328,0.0008306337554325938,0.06900564682661015,0.0
