,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Bagging__base_estimator__criterion,param_Bagging__base_estimator__max_depth,param_Bagging__base_estimator__max_features,param_Bagging__base_estimator__min_samples_leaf,param_Bagging__base_estimator__splitter,param_Bagging__bootstrap,param_Bagging__bootstrap_features,param_Bagging__max_samples,param_Bagging__n_estimators,param_Bagging__random_state,param_Bagging__verbose,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.01269993782043457,0.0009000539779663086,0.7364341085271318,0.7661360240814881,entropy,1,sqrt,1,random,True,True,0.7,5,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",772,0.7407407407407407,0.7445887445887446,0.5,0.7672413793103449,0.6538461538461539,0.771551724137931,0.8846153846153846,0.8146551724137931,0.7307692307692307,0.7370689655172413,0.7307692307692307,0.7370689655172413,0.8076923076923077,0.7801724137931034,0.68,0.7854077253218884,0.8,0.776824034334764,0.84,0.7467811158798283,0.0018466112208579354,0.00030001801370729093,0.10389025752399038,0.023655860061247067
1,0.023000001907348633,0.0013000011444091798,0.7635658914728682,0.7816626592784651,entropy,1,sqrt,1,random,True,True,0.7,10,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",657,0.7777777777777778,0.7835497835497836,0.6153846153846154,0.8017241379310345,0.7692307692307693,0.7887931034482759,0.8076923076923077,0.7974137931034483,0.7692307692307693,0.7672413793103449,0.8076923076923077,0.7758620689655172,0.8076923076923077,0.7758620689655172,0.6,0.7811158798283262,0.8,0.7682403433476395,0.88,0.776824034334764,0.0019999742529251126,0.0004582659900856858,0.082847873878075,0.010881647166262312
2,0.04110000133514404,0.0012999534606933593,0.8023255813953488,0.787247560170085,entropy,1,sqrt,1,random,True,True,0.7,15,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",341,0.8518518518518519,0.7705627705627706,0.5769230769230769,0.8275862068965517,0.8076923076923077,0.7801724137931034,0.8846153846153846,0.7801724137931034,0.8076923076923077,0.8060344827586207,0.9230769230769231,0.7887931034482759,0.7307692307692307,0.7629310344827587,0.72,0.7982832618025751,0.84,0.7896995708154506,0.88,0.7682403433476395,0.012995735656294034,0.00045824517566237855,0.09710410990299878,0.018551032209586194
3,0.018000030517578126,0.0007999658584594727,0.7441860465116279,0.7519396671849684,entropy,1,sqrt,1,random,True,True,0.9,5,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",747,0.8518518518518519,0.7532467532467533,0.5,0.7629310344827587,0.7692307692307693,0.7758620689655172,0.8461538461538461,0.7068965517241379,0.7307692307692307,0.7370689655172413,0.7307692307692307,0.7629310344827587,0.6923076923076923,0.7672413793103449,0.68,0.7296137339055794,0.8,0.776824034334764,0.84,0.7467811158798283,0.008579033831143765,0.0003999829354472506,0.10114922764133699,0.021080944429408863
4,0.023299980163574218,0.0013000249862670898,0.7635658914728682,0.7842358685909818,entropy,1,sqrt,1,random,True,True,0.9,10,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",657,0.8518518518518519,0.7705627705627706,0.5769230769230769,0.8017241379310345,0.8846153846153846,0.8017241379310345,0.8076923076923077,0.8060344827586207,0.7692307692307693,0.771551724137931,0.8076923076923077,0.771551724137931,0.6153846153846154,0.7758620689655172,0.64,0.7811158798283262,0.8,0.7811158798283262,0.88,0.7811158798283262,0.002758656254352525,0.0004583024049898346,0.10645736720447015,0.013018874256845524
5,0.028799986839294432,0.0015000104904174805,0.7906976744186046,0.7932968584126643,entropy,1,sqrt,1,random,True,True,0.9,15,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",455,0.8888888888888888,0.7748917748917749,0.5769230769230769,0.8362068965517241,0.8461538461538461,0.7844827586206896,0.8846153846153846,0.8017241379310345,0.8076923076923077,0.8103448275862069,0.9230769230769231,0.7844827586206896,0.6538461538461539,0.8146551724137931,0.68,0.7725321888412017,0.76,0.7725321888412017,0.88,0.7811158798283262,0.00419047684760717,0.0004999399321621263,0.11201400795034575,0.02040574501673984
6,0.010300016403198243,0.0005000114440917968,0.6666666666666666,0.704090803380429,entropy,1,sqrt,1,random,True,False,0.7,5,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",851,0.4444444444444444,0.6623376623376623,0.6923076923076923,0.7241379310344828,0.6538461538461539,0.7327586206896551,0.7307692307692307,0.6982758620689655,0.7692307692307693,0.7068965517241379,0.7307692307692307,0.7155172413793104,0.6153846153846154,0.6293103448275862,0.6,0.721030042918455,0.72,0.703862660944206,0.72,0.7467811158798283,0.00134530742819207,0.0005000114509128509,0.09157514268675633,0.03292548369078907
7,0.021000027656555176,0.0010000228881835937,0.6937984496124031,0.7368477823542942,entropy,1,sqrt,1,random,True,False,0.7,10,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",835,0.6666666666666666,0.7186147186147186,0.5384615384615384,0.7629310344827587,0.7307692307692307,0.7370689655172413,0.7307692307692307,0.7241379310344828,0.7307692307692307,0.7327586206896551,0.7307692307692307,0.728448275862069,0.6538461538461539,0.7327586206896551,0.68,0.7424892703862661,0.72,0.7339055793991416,0.76,0.7553648068669528,0.002097556593281866,0.0007745713149584418,0.061075160573665147,0.012890799956908767
8,0.033899998664855956,0.0016999959945678711,0.7286821705426356,0.7713400469098264,entropy,1,sqrt,1,random,True,False,0.7,15,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",786,0.7407407407407407,0.7878787878787878,0.5384615384615384,0.7974137931034483,0.7692307692307693,0.7974137931034483,0.7692307692307693,0.7672413793103449,0.8461538461538461,0.7801724137931034,0.7307692307692307,0.7586206896551724,0.6923076923076923,0.7456896551724138,0.64,0.7811158798283262,0.72,0.7510729613733905,0.84,0.7467811158798283,0.0027000365461362402,0.0004582503836983947,0.08653084591456525,0.01912382707203544
9,0.011800026893615723,0.0008999347686767578,0.6356589147286822,0.6907881885516189,entropy,1,sqrt,1,random,True,False,0.9,5,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'random', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 1}",863,0.5185185185185185,0.7316017316017316,0.6923076923076923,0.7241379310344828,0.6538461538461539,0.728448275862069,0.5769230769230769,0.6120689655172413,0.7307692307692307,0.6724137931034483,0.5384615384615384,0.6120689655172413,0.6153846153846154,0.7241379310344828,0.64,0.7081545064377682,0.72,0.6952789699570815,0.68,0.6995708154506438,0.0015362481726057446,0.0002999782562255859,0.07019345482184979,0.04293993401024345
